"enseigne","ca","surface_vente","surface_totale","potentiel_Z10","potentiel_Z15","potentiel_Z20","potentiel_Z5","nb_primaire_Z10","nb_primaire_Z15","nb_primaire_Z20","nb_primaire_Z5","nb_secondaire_Z10","nb_secondaire_Z15","nb_secondaire_Z20","nb_secondaire_Z5","nb_gsa_Z10","nb_gsa_Z15","nb_gsa_Z20","nb_gsa_Z5","nb_ophtalmologiste_Z10","nb_ophtalmologiste_Z15","nb_ophtalmologiste_Z20","nb_ophtalmologiste_Z5","nb_pharmacie_Z10","nb_pharmacie_Z15","nb_pharmacie_Z20","nb_pharmacie_Z5","nb_pdv_Z10","nb_pdv_Z15","nb_pdv_Z20","nb_pdv_Z5","nb_conc1_Z10","nb_conc1_Z15","nb_conc1_Z20","nb_conc1_Z5","nb_conc2_Z10","nb_conc2_Z15","nb_conc2_Z20","nb_conc2_Z5","REVENU_TOTAL_Z10","REVENU_TOTAL_Z15","REVENU_TOTAL_Z20","REVENU_TOTAL_Z5","P10_POP_Z10","P10_POP_Z15","P10_POP_Z20","P10_POP_Z5","P10_MEN_Z10","P10_MEN_Z15","P10_MEN_Z20","P10_MEN_Z5","P10_INACT1564_Z10","P10_INACT1564_Z15","P10_INACT1564_Z20","P10_INACT1564_Z5","P10_RETR1564_Z10","P10_RETR1564_Z15","P10_RETR1564_Z20","P10_RETR1564_Z5","P10_ETUD1564_Z10","P10_ETUD1564_Z15","P10_ETUD1564_Z20","P10_ETUD1564_Z5","P10_ACTOCC1564_Z10","P10_ACTOCC1564_Z15","P10_ACTOCC1564_Z20","P10_ACTOCC1564_Z5"
"Big Bazar",1650907,75,122,3739681,141190,3317015,1067890,21,9,30,10,22,29,35,19,17,32,33,46,43,41,15,45,17,144,115,69,4,1,1,2,3,0,0,2,1,1,0,0,3359068981,4791911277,1899720037,764955920,40791,379020,524768,194871,15301,115777,174674,15006,72427,103300,74716,9493,15858,16020,459,5470,22105,21668,32014,833,83667,86815,58340,79959
"Big Bazar",1910904,210,68,3469940,1856846,4753275,2563597,5,12,0,18,18,19,42,20,21,36,46,64,57,3,33,12,155,157,31,77,5,4,2,2,1,2,2,2,2,2,1,2,2175724469,2577821017,6858175820,3634411380,298974,9174,389841,121488,64835,186435,88295,51813,50819,51414,6365,14938,1261,14400,5657,5602,29950,49679,59175,19936,80008,38517,30023,39628
"Big Bazar",2361142,167,244,2545093,3965204,2127375,2018932,13,27,2,20,30,11,31,17,27,81,65,23,55,20,19,2,147,142,15,75,2,4,2,2,1,0,3,1,0,2,2,1,6222502387,2065774239,149017826,2572355095,359345,382288,133288,24387,155066,1312,209718,43378,7999,93162,38314,40873,14759,6428,3900,8391,16289,4968,39383,18589,140680,163166,219028,83606
"Big Bazar",418838,50,329,4235619,273678,1881384,1244597,12,3,27,21,37,12,43,19,16,51,55,19,69,53,35,66,92,105,103,40,6,3,1,1,2,3,2,2,1,0,1,1,6541993393,6318240345,2233748692,359948215,440114,139771,321801,28327,46365,41681,151312,103571,94832,2210,98760,34907,7943,1720,705,6405,6752,9869,22736,13222,152347,71384,58694,57075
"Big Bazar",2009246,107,121,1414621,1096414,206095,803597,1,17,22,22,1,19,25,16,4,9,41,20,68,55,40,25,122,131,44,99,2,1,4,2,2,0,5,1,0,1,2,2,4661684129,1680781251,4000508243,481527850,10802,28481,478269,102096,108540,85872,254336,43266,89225,76611,21873,31482,12081,22084,4067,2724,52592,9586,37220,14749,52394,38478,226184,17114
"Big Bazar",1077279,159,303,3802258,2609142,1482544,1096913,5,26,0,4,33,32,5,29,91,12,43,18,48,9,24,58,50,136,92,19,1,5,2,1,1,5,1,1,0,0,2,1,2758587663,5335271740,4343426204,1985648570,322361,435456,403623,53817,104261,201589,2471,113578,65517,103208,90297,20079,17687,2567,3837,362,12416,233,49814,2176,87411,54609,49414,80190
"Big Bazar",749274,40,84,3308868,1377176,2170233,1759857,1,8,13,17,20,46,25,20,48,56,76,5,24,50,48,67,4,132,131,65,2,4,1,1,3,1,2,1,1,2,0,2,6709236508,6319425135,4334221611,2466850924,330962,201914,437880,8649,58279,62485,38171,107618,33380,60119,70759,13559,15986,13543,4997,1704,12913,9977,1752,26012,86826,47970,222584,14723
"Big Bazar",898621,185,366,2227287,557527,4682602,53092,0,28,6,10,16,30,19,35,61,41,47,51,4,22,32,40,20,145,137,94,1,5,2,3,0,5,4,1,0,1,1,1,6766248306,1489124392,423847520,639240839,437380,10038,113929,170859,153446,112352,245244,27606,85434,56744,30448,31364,16915,15296,2177,5074,17707,41195,9772,19471,175922,153537,111160,42310
"Big Bazar",777112,73,340,2758991,4206434,1964445,401173,12,8,10,3,35,9,41,36,1,64,74,22,59,16,16,46,133,139,112,62,3,2,4,2,1,2,1,2,1,0,2,1,1499076004,6679199989,6516164070,1922489123,199106,332726,359112,201130,13263,41693,129654,71015,60594,15847,32970,11188,16003,20271,1442,1380,50562,42643,49648,25272,138387,38408,207821,68721
"Big Bazar",855906,253,434,3130704,82336,2977549,1511360,10,15,18,3,24,24,20,17,0,9,36,37,1,14,41,41,15,96,41,57,2,1,2,3,1,2,2,1,1,0,2,1,751540246,2566968916,1748851007,1612129723,368846,461104,374019,11814,108060,134255,127217,57534,89687,15976,42986,7445,10667,19761,2548,6586,34551,29051,25023,10390,116552,38329,29768,84492
"Big Bazar",1275002,271,456,4015863,2709523,637718,2089205,19,16,7,22,9,45,3,35,44,4,64,14,33,28,46,14,94,127,130,29,2,3,1,1,0,1,5,1,0,2,2,1,1286651824,2025197922,6267644674,3757576523,193132,130992,499644,191467,182541,189375,193312,96146,60056,73625,31255,2415,8511,461,20775,3718,4675,34430,6731,9690,124709,142529,54582,30473
"Big Bazar",2414865,223,94,1396973,3921291,3373096,2387650,7,7,27,19,5,37,10,36,13,42,70,32,35,13,30,28,140,21,5,25,1,4,4,3,0,5,1,1,2,1,2,1,5050905860,348659443,3131007041,2592378356,68308,253721,284003,113419,75250,193906,212201,94555,15462,8479,78853,34882,11012,13256,21548,4566,33089,27683,19592,14500,94810,163173,3094,15169
"Big Bazar",615675,224,402,3237263,1282614,1290377,247383,16,23,18,15,16,22,3,3,11,26,42,22,10,51,9,59,0,33,126,75,2,0,2,1,0,3,3,0,2,0,2,2,3090846314,3548747281,5221272469,2093412812,77938,268273,364223,209626,81867,116622,164346,70480,57043,26395,14052,3039,17396,13821,18228,6505,2804,16827,30157,25903,79389,149036,14661,71630
"Big Bazar",953718,22,206,2864037,1226419,3757496,132084,16,9,19,3,38,49,34,0,79,49,36,59,17,45,25,21,129,104,99,3,2,4,0,3,3,1,0,0,1,1,2,0,4331707520,3480364649,4743427177,2487838632,403464,156435,267668,74192,112185,119427,88829,36642,42290,75197,74158,1139,11626,8560,2896,5788,46016,25746,54108,4659,34653,102851,45290,52405
"Big Bazar",1735225,100,84,4033956,3840872,1429200,973705,20,28,12,1,16,37,14,5,33,79,15,27,69,49,2,25,50,95,6,12,5,3,1,2,3,1,2,0,2,0,0,0,5613529139,4594218753,500137202,905539841,317695,109344,524153,141123,112586,174987,178689,104151,11489,48002,26679,10546,3506,2841,18118,5383,50465,45905,53930,3052,44387,158485,134624,80718
"Big Bazar",1315895,109,361,1971425,1697440,559602,2647781,11,0,11,2,10,45,9,36,87,49,4,31,21,64,30,35,125,77,45,75,5,1,3,2,2,4,3,2,0,1,1,1,6484647275,1894420784,2396093913,613728781,329982,403919,330505,47475,176225,82500,13613,1735,96267,9602,77647,32866,17580,6318,19889,1362,17622,18875,44141,19741,131345,72594,62533,9259
"Big Bazar",966589,152,86,660034,337113,2323591,1905886,7,3,13,22,24,29,35,33,65,49,72,29,43,57,36,26,90,34,33,51,3,2,0,4,3,4,2,0,1,1,0,0,1809772412,1624966595,2596132498,2257174868,270113,18028,548230,158651,1039,201726,101197,93531,34867,53817,3032,8867,6304,4080,7607,1924,45440,29409,40877,3814,127466,105267,108616,84207
"Big Bazar",494514,196,193,1684415,2989338,4666724,2629870,22,4,0,21,5,45,23,24,25,20,48,11,22,26,50,43,3,110,111,1,4,1,5,1,2,0,3,1,0,2,0,1,681161163,2501283638,3373283951,1100343277,193624,231854,281657,53767,83626,129384,225103,86074,55597,69574,4098,7107,14951,6782,12187,1258,38642,13946,55039,9216,171598,162747,95110,83503
"Big Bazar",1628952,270,177,3291506,205873,3459232,1500774,11,17,17,10,36,8,30,27,87,68,52,37,65,0,26,6,41,81,38,33,2,1,0,1,2,2,1,2,2,0,0,2,307109814,178529690,8762979335,2190443614,406466,153194,108001,178277,197778,32891,209597,108426,50664,46993,76449,7635,2954,11025,13612,1567,20928,9438,26696,2964,149426,176246,66736,59615
"Big Bazar",717364,149,391,2558800,753441,4655312,2327673,4,2,19,16,12,17,19,37,51,18,40,54,24,20,60,47,125,31,77,14,0,0,3,3,2,3,1,0,2,2,0,1,4960183601,4220764327,5377436100,437875360,265866,174570,148373,108555,132609,38344,201680,1514,59552,24834,34793,38394,222,22391,25485,7104,20460,5967,19495,22901,69016,25945,209790,1640
"Big Bazar",388188,209,452,2018643,798132,2560937,2682497,11,1,12,19,30,38,5,22,66,33,57,44,70,7,58,45,105,65,17,62,2,2,4,2,0,2,3,0,0,1,2,2,4677443114,1656265275,1330057718,3174615077,101502,154112,513808,44913,170786,3637,235757,16603,50925,86516,2308,35882,1535,13449,24319,3848,54085,28291,12688,7002,9217,13195,219277,51718
"Big Bazar",1097679,181,341,217587,818225,1580600,369676,19,20,11,8,13,9,43,2,72,47,19,46,14,34,28,38,102,72,23,27,1,5,3,3,2,1,3,1,2,1,0,0,2562564843,2286615004,3753536666,3437447692,4139,65063,198750,160328,74645,40176,71270,74862,3593,16233,29045,38426,13880,12334,7633,4267,25373,14393,31468,7704,34566,103646,95188,60602
"Big Bazar",792524,169,88,1043369,1894836,2421890,2561068,14,3,22,13,32,31,28,21,56,10,78,40,36,30,45,49,124,14,99,52,2,1,0,1,0,5,0,1,1,1,0,2,5323011158,5240186450,1108978911,2587957335,442181,187717,438854,73104,124140,154120,166218,25365,2311,85700,51814,37555,14561,370,25365,8361,9254,22363,54012,22200,90751,11248,97734,70732
"Big Bazar",965088,169,211,2580347,2347489,1087572,1661617,14,14,23,21,19,20,41,0,40,55,56,19,62,23,10,5,140,82,75,33,4,4,1,4,0,4,1,1,0,2,2,1,1388874312,1266926036,6937061976,2745604488,222124,146870,510780,59332,43426,168369,64642,47458,41487,13182,58230,9932,849,4354,26244,7902,7671,26403,51920,9739,120127,98608,219557,79690
"Big Bazar",2084878,183,398,4340669,2882767,706633,126553,22,18,19,11,3,48,9,20,80,58,13,3,58,2,41,4,140,97,110,21,6,2,3,2,0,4,1,0,0,1,0,0,4761062168,6398765092,1268499293,1963215363,32855,320913,333467,21432,129284,43407,119121,21488,25692,71080,71359,18276,15171,8302,16849,8396,46481,8017,21656,9079,63879,2843,75068,29192
"Big Bazar",1063720,131,205,552367,4513315,2459480,872793,4,26,14,1,36,54,3,37,57,27,61,6,71,29,35,51,35,109,72,49,4,3,5,3,2,5,0,1,0,2,0,2,817520442,3838994164,5187170518,1087392581,429160,88307,407477,72721,118732,53334,24799,23626,82028,76055,69458,25469,10856,9399,26221,225,19895,17373,43692,17889,174142,75998,12201,60976
"Big Bazar",2298394,35,416,3806646,2344101,4223159,153145,2,9,5,5,8,42,37,3,4,47,12,64,3,3,59,7,142,126,2,56,1,5,3,3,2,4,1,0,0,1,1,1,6545281389,2498375732,2568067246,1542804711,226412,374613,214440,57815,3335,211313,241030,31084,57664,17241,90501,22255,2144,8466,25694,6262,17296,25049,10187,20627,115521,79804,105117,21472
"Big Bazar",1579947,202,41,793413,4255249,667480,1240373,7,27,24,8,16,40,6,20,4,40,64,2,2,18,36,10,57,91,95,88,4,4,3,1,3,3,5,1,0,2,1,1,2275953053,5100444004,370815991,972996367,372557,415560,259957,28947,93571,204686,246848,823,35185,79872,32209,33174,13705,9915,6687,4777,48451,29582,24531,25869,109062,70517,186458,32135
"Big Bazar",2010395,83,296,406829,1362095,4514553,2337527,4,7,0,15,13,15,30,17,12,1,15,38,48,48,61,43,46,23,89,71,5,5,1,1,2,4,2,1,2,1,1,1,4217919103,1781880669,6690988830,3371470283,266956,42129,189783,68299,157914,139646,76610,63372,1513,99923,78765,2008,15871,19128,3093,5764,43340,46070,46323,1808,107867,32792,91573,14584
"Big Bazar",1930812,193,186,4818973,2241939,4642295,32656,20,8,11,5,36,13,36,17,20,35,68,17,24,51,20,10,0,94,36,28,3,4,1,4,2,4,5,1,0,1,1,1,4897399656,1514660641,5288036445,278363821,215946,481659,28363,59060,153116,13579,202793,82964,28366,27765,104560,39166,13167,10756,2975,7216,24105,3955,39127,21491,132607,47174,69156,67217
"Big Bazar",443032,168,465,4538813,1706721,1137433,303512,17,25,22,1,33,47,33,29,72,33,49,52,36,12,18,45,79,155,84,35,0,3,3,3,1,1,4,0,0,1,2,0,888447809,1637361683,2290907810,2546461941,88055,379059,457782,159103,13889,139730,15310,80524,75166,27122,99389,9203,16196,4677,7699,1338,9882,20796,21182,5943,175204,141915,83314,72853
"Big Bazar",1613439,168,390,2823726,527203,2550521,60584,8,2,27,15,35,17,38,28,23,64,12,2,39,67,11,73,12,44,93,96,6,5,0,4,3,1,4,2,2,0,0,1,2318756708,439680563,6911850928,3400406344,5287,61199,255460,11205,37876,193846,123912,95497,46575,3150,79193,10550,15120,8392,4201,8635,1998,43065,42193,280,18468,81976,215520,81242
"Big Bazar",1665302,247,111,293881,4689703,4784808,1074089,3,27,7,1,9,33,40,9,90,24,4,47,19,14,36,68,151,152,98,34,4,2,4,4,1,4,5,1,2,2,1,0,6572085249,1372041875,464512681,1314344850,270727,77033,160762,215612,46286,78111,6124,29498,4090,64903,50872,3433,9233,2583,5777,4078,31473,44790,39748,25041,26943,154512,60557,14945
"Big Bazar",1809570,135,435,910784,2413104,1684426,849046,16,13,25,7,31,45,42,39,68,14,15,60,22,22,48,57,152,121,90,0,3,2,2,4,0,0,3,2,2,0,1,0,2971098463,1473528560,1352799492,2816842917,394371,269139,180512,137221,22751,162532,211311,1545,77328,41488,14056,11537,2638,14011,1364,2677,23093,48547,37342,27618,125440,17582,71683,40330
"Big Bazar",1018690,44,285,370615,3728121,3966742,464372,19,11,2,13,28,8,10,21,26,33,56,29,56,8,48,44,153,43,45,32,6,5,2,3,0,4,3,2,1,0,0,1,501787441,5260879571,8352888286,2933776379,19446,50669,425352,172303,71460,106086,74801,35135,68357,102043,112407,27444,4586,21965,18653,4697,1714,35471,48283,29416,72484,118465,159511,22467
"Big Bazar",1230923,112,188,2089677,4977815,3829755,2708493,8,7,4,4,15,6,0,27,90,2,33,16,23,14,62,15,147,112,43,56,0,2,1,4,0,0,4,1,0,2,0,2,5788019712,3581400615,8978072578,1265912738,39533,309423,493638,69804,49912,180701,84721,66339,1374,5832,98755,38575,7210,8308,4716,6655,14061,18609,39594,3480,33415,130196,11485,54519
"Big Bazar",527428,106,357,2167284,4678645,4186854,1934599,15,23,11,7,26,5,29,21,49,23,57,29,35,60,5,72,156,150,77,72,1,5,0,3,2,0,0,0,2,1,2,0,4296915488,5734453330,8425313167,347352318,301406,286407,478181,119166,29152,73723,181964,81182,8169,66375,66674,9106,8973,10038,23787,3019,47246,42914,38330,4863,16511,5487,169739,82881
"Big Bazar",210410,159,153,158467,2497231,4798024,2465428,10,10,3,7,0,35,17,27,53,57,74,61,42,19,9,12,98,79,17,65,3,1,4,4,2,2,1,1,2,1,1,2,267667681,3458001907,8210035989,419805819,320276,244071,313602,98039,47957,26651,53660,46175,81576,5068,40294,40068,15543,2957,21188,8268,2920,39355,43031,3345,46559,103738,172043,54613
"Big Bazar",1461141,184,326,4371063,387721,1769564,1869321,20,9,28,10,10,33,43,3,44,14,61,33,70,14,51,60,20,75,36,34,4,2,0,4,3,3,1,1,2,0,0,2,3392324130,2919220271,7031984446,842457302,155237,36534,347776,202355,185509,172837,242174,51123,95035,19778,10416,37117,7915,19463,3732,6490,25029,31138,17270,28923,21592,184947,30968,24836
"Big Bazar",1347976,187,161,4378178,427819,504127,1217291,22,3,22,15,13,9,5,20,79,47,10,37,72,73,20,39,85,147,33,46,1,4,4,2,0,2,5,1,2,1,1,1,5319593515,6144238664,1899553032,3715890985,215239,169864,204385,41701,158603,66680,117154,6955,87212,93599,9344,2227,13258,5016,5960,8660,3548,3570,22116,12284,139416,147702,65976,20563
"Big Bazar",2473808,121,80,4438488,2599815,503504,504106,15,25,19,5,1,44,7,11,61,56,46,36,75,9,28,14,123,47,115,5,5,1,5,2,1,5,5,2,0,1,2,2,449195637,276084201,5833359885,613170145,23329,118064,292421,188018,112505,37075,42402,81351,84729,101165,38438,35704,2381,3133,9735,2782,10308,31910,29045,6049,82834,75304,158341,1779
"Big Bazar",1703359,30,205,949851,1282311,3418804,1443182,17,0,22,19,21,42,18,38,8,80,14,12,55,39,52,42,104,120,88,52,4,2,4,3,3,4,1,2,1,1,2,0,1280325385,3528756672,8893121338,3719811339,128087,155046,513693,3842,181817,64843,80690,43007,57891,69316,84116,21062,8369,21822,22460,6819,25536,46733,34353,17618,27280,31775,68809,2449
"Big Bazar",1665353,28,103,675682,321750,1351931,1430019,19,3,12,4,23,29,24,11,89,74,45,47,13,74,44,31,63,77,67,9,1,4,0,3,0,2,4,2,1,2,1,1,4174288627,5774946955,6873703862,3106778411,32254,223187,430155,12994,56278,105903,165400,1232,47423,15935,62119,6867,10127,15148,17317,8236,37666,22124,57232,2925,121970,39216,182950,32338
"Big Bazar",2331369,255,148,2416872,1655882,3661532,1147729,1,26,6,20,29,41,36,6,70,29,68,18,55,9,47,59,28,150,136,76,3,1,5,3,3,4,5,2,2,0,1,1,235610712,7197455995,8654024810,2442855895,56281,292676,37858,65843,25143,52966,175415,23675,98808,4559,62272,15333,13654,15452,19134,1354,1553,46188,59336,27502,45981,133339,185536,1578
"Big Bazar",261207,242,144,1606761,704330,4163283,2486104,6,3,14,14,5,25,24,29,66,65,10,27,41,44,56,51,7,63,62,23,5,2,2,3,1,2,2,2,2,2,0,1,5932538721,820788674,6743573889,3056331756,186118,286762,224093,42540,170903,54610,45270,7687,84402,72214,111286,515,16582,8466,1654,4760,52415,16961,21459,23998,70567,154966,83126,51035
"Big Bazar",1672057,226,158,2321918,4887481,3742506,724808,12,17,2,5,6,5,3,15,6,12,51,36,24,7,30,61,63,23,108,99,0,4,3,2,0,3,5,0,2,0,1,2,4249238462,6559217984,7075659577,2182602898,289987,443072,555036,129878,192416,134325,68255,87769,925,59338,23512,15522,3268,18835,12352,576,43968,560,19160,9242,80647,84407,71454,16964
"Big Bazar",562597,118,270,4187027,2755157,4315593,2248497,12,19,14,3,8,40,0,0,33,53,20,15,18,33,38,42,41,102,58,38,3,5,2,1,0,2,2,1,2,2,0,1,2975675612,4657237413,9049841853,1194245023,307963,421215,337683,89968,12141,171198,121646,24400,28281,46435,71810,1454,5406,8245,15238,2335,49622,5464,42538,999,87862,162085,27522,83743
"Big Bazar",1470772,105,192,500899,3322908,4704775,1451021,19,6,3,6,5,23,32,12,89,42,17,30,18,20,35,45,69,11,60,48,2,3,4,3,3,3,3,1,1,1,1,1,1521162372,5023044742,4536706301,94942412,44702,347083,174934,16456,163888,109746,37526,74861,31482,26029,74062,42761,11126,12814,16257,4370,17058,21244,42425,18239,70335,65026,112343,2098
"Big Bazar",549036,194,432,3901739,4538823,3289224,2607919,10,10,30,0,31,43,17,1,28,18,74,32,20,19,32,69,128,135,132,89,4,1,1,2,2,3,5,0,1,2,1,1,3939535613,5045051073,6297600521,2861868357,103575,377415,222771,101172,47832,107717,169611,92475,70006,8839,27931,35806,6797,6073,1379,8191,40122,3803,46091,24936,100290,24557,31998,39869
"Big Bazar",580796,157,250,1499594,1700744,2048669,13408,4,27,11,14,27,16,12,37,52,26,7,35,24,48,26,44,34,54,123,85,5,1,3,1,2,3,5,2,2,0,1,0,6832025689,7142538426,3231625301,3739830163,103172,408953,516810,18508,191066,146310,138014,104757,57942,92724,71793,12273,17286,13202,1332,1518,17308,14636,39617,5711,121533,173627,11394,38427
"Big Bazar",837674,196,360,2260706,1043436,964685,877053,0,0,12,5,16,35,34,3,43,12,1,44,17,22,9,22,43,7,9,14,2,3,5,4,1,5,3,0,2,2,1,0,1402102204,4682938706,1721556881,455063304,60871,472181,216549,111668,104161,74034,174032,37353,73410,9908,76190,13383,476,20535,3006,4652,23984,20019,29090,19971,31673,128535,16574,12483
"Big Bazar",217364,84,60,2000318,3299377,2786918,1014650,14,11,24,6,36,41,24,20,41,73,51,49,17,47,36,12,95,130,99,36,4,3,4,4,2,2,5,1,1,2,0,2,2801093112,6689636605,5552964337,1748051845,422589,420070,6787,11246,120182,194795,56217,105290,53786,82526,57153,32578,4851,21189,21636,7409,30335,5749,16829,5598,44761,55543,81035,64024
"Big Bazar",584897,206,100,5009833,33113,245357,162819,4,2,21,12,3,40,20,3,65,64,24,35,23,74,51,53,116,97,70,92,2,3,5,2,0,5,0,0,1,0,0,1,4107928045,4630998264,9208006642,1015671627,72760,193073,336514,133221,11404,181593,241169,57040,39290,65089,71401,18486,10285,17277,13583,8588,52894,16639,45571,1924,146820,126136,8255,34092
"Big Bazar",964665,186,231,3126197,2374349,3073508,2413826,15,25,14,1,24,24,2,21,47,58,44,9,16,63,43,73,73,87,27,6,0,3,5,1,2,3,3,0,1,0,1,1,5028394108,7220524245,3059651650,1039985900,170055,209804,477042,213685,60935,157322,260748,92319,38661,87051,26571,33307,18199,12443,26538,8166,15373,25676,54794,22523,11788,172755,90171,63695
"Big Bazar",1511323,94,410,4617988,1072246,4841724,1309507,7,7,13,21,38,27,23,11,39,44,54,11,27,10,65,36,133,68,39,8,5,0,2,3,0,1,5,1,2,1,1,0,4548715071,5403553209,4553091877,1765292047,97927,355888,390096,121801,157327,92020,10313,58321,68102,17751,76549,24305,7005,2149,14341,8429,6225,24004,41665,24082,90454,9238,189600,81629
"Big Bazar",1243968,65,184,4340400,1497258,2122314,1314970,1,13,12,13,34,12,26,12,62,50,74,50,10,30,47,51,117,155,55,1,4,0,4,2,1,1,4,0,2,1,2,2,6024298823,6196746977,3399215751,2758440055,65416,450592,490762,27047,37310,16962,212564,49291,83823,38754,63694,18428,17844,10837,1176,7781,31073,6606,18777,19727,109550,23920,88255,57237
"Big Bazar",1309435,146,196,1681715,1161062,2863787,1370208,19,2,29,12,27,47,5,6,75,57,54,64,7,58,64,45,14,131,52,24,6,4,3,2,0,0,2,2,1,0,0,2,2450586844,7334752117,2471388997,3601015371,14596,207209,102507,54064,49537,22815,130034,96055,95161,66384,7603,10482,10335,19029,18911,1379,41466,46355,10867,25504,143549,82580,187001,7396
"Big Bazar",1449274,118,82,1997994,4513886,4552850,1003093,0,4,28,11,0,4,13,23,29,70,79,64,36,12,6,0,133,1,18,32,4,5,0,3,1,4,4,0,2,2,2,2,3985313524,5355988323,763882302,2208771233,278315,68710,555069,73923,18725,100910,77414,86567,4200,97885,103015,19166,14723,16821,12437,2458,16526,28265,35786,2311,158770,34429,87843,73328
"Big Bazar",1644179,39,231,623430,2063620,3585683,1420549,8,10,11,15,11,12,32,15,69,75,23,39,75,33,9,50,112,122,32,44,0,5,3,2,1,0,3,0,0,0,2,1,5135670670,1609299042,2211537373,2254693856,39996,358718,484837,123252,36722,148831,226902,104337,47526,18654,110002,14974,7491,9828,20532,4888,24207,38442,17785,2894,96594,176119,117490,15353
"Big Bazar",184082,184,391,4622114,777215,2136169,2042907,15,12,4,3,14,51,31,31,54,36,0,11,31,70,33,69,103,44,31,55,6,3,3,2,3,1,1,0,2,2,0,0,4140196123,6729530828,5715468455,2151947025,252752,38057,58515,82337,100419,53942,34699,106067,2287,1274,118644,18053,15575,11137,2344,2482,25554,36155,14453,7341,166489,156394,125215,1256
"Big Bazar",911431,235,55,630999,2635048,2711609,1348076,7,16,13,4,24,9,18,24,84,2,29,54,3,64,34,50,58,59,75,53,3,5,4,2,0,1,0,1,2,0,1,2,3406046518,4865817499,6644226206,1114915675,360392,174114,380667,8167,92879,109569,164629,46276,59281,65464,114149,2860,4731,19265,1331,6785,9672,31449,42543,9488,75714,87088,34623,61535
"Big Bazar",1797706,79,201,497807,2735269,662315,139497,20,21,21,7,23,34,12,18,31,38,3,47,53,66,19,2,45,86,78,43,2,1,1,4,3,4,3,2,2,0,1,1,5668328930,6316188780,7830004733,3728199144,246458,305751,250825,91040,124087,117132,12677,54939,83471,67764,81168,29671,7113,15662,5550,4326,26396,43350,44123,8111,99734,23359,31936,39239
"Big Bazar",1509151,144,431,2811808,4942790,3161999,2156391,19,21,20,15,30,46,21,8,50,43,42,54,30,75,25,36,157,47,0,88,6,5,4,3,1,2,4,1,1,0,0,2,5605590863,885677523,1011505576,2494801190,107023,162786,541715,170881,154452,12715,42805,42934,56193,70794,25153,32686,1493,2896,5455,2912,53748,187,41113,2933,95503,97838,206603,34007
"Big Bazar",1040776,83,77,3509415,2772056,4798273,605352,22,7,18,7,35,11,17,15,12,1,39,42,4,1,47,12,81,101,83,82,2,1,5,1,0,4,2,2,1,2,1,2,5814969946,3128339864,8808107827,1960140496,60809,211721,32203,125055,14011,160331,181500,78150,9268,43859,3867,32599,1188,465,3223,408,20556,44235,41669,4819,102586,96164,85825,32208
"Big Bazar",697707,70,263,3632645,1000810,4661833,1084000,13,23,7,9,27,10,5,23,35,32,11,41,38,4,35,54,137,121,2,31,4,4,2,3,2,2,0,0,1,0,1,1,82072634,227058147,2160923025,1925453359,42222,230838,238601,55870,25992,146463,227536,58181,49342,88558,65409,7445,10232,10289,6601,2158,5732,23946,38344,6563,6078,163774,29004,82940
"Big Bazar",1310567,224,405,358645,3992580,946837,1598848,2,15,11,7,4,28,13,27,3,76,70,13,65,22,19,40,95,108,78,54,3,2,3,1,1,4,1,1,1,0,1,2,5557814540,5627053015,3529789465,2906822034,68907,112517,6273,202440,10395,14466,140512,58806,77915,91749,114229,40894,12913,22961,22873,7128,29493,14133,43027,15258,173996,163958,21125,55102
"Big Bazar",2389674,39,390,4183719,3798861,2520446,2720291,22,17,21,17,36,39,41,6,67,39,42,61,51,28,25,8,116,94,114,89,2,5,5,2,2,4,4,1,0,0,1,2,5047806490,215244470,1414599516,2273783566,276387,471885,508554,133921,138026,70148,203250,50908,92265,20781,27730,34281,3277,288,14700,1776,14327,15204,2197,18080,89990,45080,157186,63429
"Big Bazar",1648737,176,381,4594732,537643,2351171,2589258,0,25,12,3,5,1,38,3,59,27,2,19,16,48,52,33,75,100,36,13,4,3,2,3,2,5,2,1,1,2,2,2,5781854552,39428175,8050735949,3049750733,426087,162675,92986,213203,99267,148438,165465,48624,43665,23340,64990,5433,15095,8821,6193,429,17323,34433,19744,16716,141841,184092,14955,47687
"Big Bazar",352005,227,173,3248150,2867208,852019,2114848,5,11,20,16,25,36,1,13,1,73,79,43,53,62,64,27,83,84,99,101,0,3,2,2,0,3,3,1,2,1,1,1,471553020,6409754836,413759411,2441443360,104167,472699,405672,122118,74209,45129,77489,74399,59629,78241,77969,5773,15604,18467,13552,8466,49113,11579,11713,287,65614,53554,60363,6699
"Big Bazar",2473267,82,120,3977751,4349887,2952313,2281139,17,24,24,17,6,31,31,36,50,65,66,3,13,72,1,52,111,155,117,59,3,0,0,4,1,3,4,2,2,0,2,2,547669003,6452496645,3712061189,2864599584,402274,9492,94033,159444,104964,4673,102762,55534,33923,46604,94397,41173,13924,22828,26565,3491,43208,20924,39201,24052,4539,155038,78243,82316
"Big Bazar",276085,105,192,927420,3773616,2688545,1693586,20,20,27,1,1,7,22,0,40,36,36,20,35,6,57,59,134,120,47,70,1,4,1,1,2,3,4,1,1,2,0,2,6411820177,5039851404,1603408530,547081883,178057,193496,315707,211434,87266,203814,32595,95975,44873,8557,39243,37317,10487,8607,18526,7336,11692,34909,50212,5787,69384,16420,107224,12581
